Event ID,LGA,Customers Interrupted,Ave Dur. (min),Reason
1834917,WYONG,1902,114.7444795,Equipment fault
1835558,CANTERBURY,105,210,Equipment fault
1836509,GOSFORD,83,81,Environmental
1836544,MUSWELLBROOK,582,135.9278351,Environmental
1838559,STRATHFIELD,52,148.9666667,Third party
1838997,CESSNOCK,94,236.7659574,Environmental
1839303,MAITLAND,818,252.0658537,Environmental
1841750,SINGLETON,80,2998.275,Equipment fault
1842300,WYONG,83,523.5180723,Environmental
1806951,SUTHERLAND,1520,143.3605263,Equipment fault
1807598,HURSTVILLE,75,343.1833333,Environmental
1811139,CESSNOCK,141,69,Equipment fault
1811620,WILLOUGHBY,95,417,Environmental
1811716,CESSNOCK,563,107,Equipment fault
1813177,HORNSBY,53,170,Environmental
1812172,RYDE,77,70,Environmental
1812336,SUTHERLAND,1201,128.3505412,Equipment fault
1812565,NEWCASTLE,135,194,Environmental
1812739,BOTANY,55,152,Environmental
1812511,WILLOUGHBY,81,20,Equipment fault
1815903,SUTHERLAND,752,113,Environmental
1819586,WYONG,83,114,Equipment fault
1820805,WOOLLAHRA,117,205,Environmental
1820828,SINGLETON,98,316.1938776,Environmental
1821147,WYONG,257,56.27626459,Environmental
1821769,RYDE,914,180.4043716,Equipment fault
1781849,CESSNOCK,68,60,Third party
1782754,ROCKDALE,50,15,Environmental
1783031,CANTERBURY,68,5,Equipment fault
1784747,NEWCASTLE,136,76.01666667,Equipment fault
1785204,BANKSTOWN,1281,108.9330218,Environmental
1786512,MOSMAN,472,69.7721519,Equipment fault
1786889,BOTANY,75,77.94736842,Equipment fault
1788123,SUTHERLAND,65,180,Environmental
1788397,LAKE MACQUARIE,69,12.69565217,Equipment fault
1788706,PITTWATER,69,95.63333333,Equipment fault
1792807,BANKSTOWN,570,59.56217163,Equipment fault
1793436,NEWCASTLE,77,24,Third party
1795697,GOSFORD,55,60.71666667,Equipment fault
1797090,NEWCASTLE,142,42.6056338,Equipment fault
1797335,SINGLETON,424,18.54009434,Equipment fault
1797484,BANKSTOWN,74,1607.466667,Environmental
1798034,GOSFORD,427,441.0538642,Environmental
1762740,WARRINGAH,97,464.85,Equipment fault
1763016,RANDWICK,98,90,Equipment fault
1763253,WAVERLEY,96,243.1166667,Equipment fault
1764248,CANTERBURY,70,86,Third party
1764359,NEWCASTLE,166,129.5060241,Environmental
1764528,DRUMMOYNE,65,321,Equipment fault
1765646,WOOLLAHRA,120,435,Cable dig
1765847,HORNSBY,126,280.1,Environmental
1766187,WYONG,60,360.7761194,Environmental
1766584,RANDWICK,881,111.38479,Equipment fault
1766800,LEICHHARDT,60,25.88333333,Equipment fault
1768265,MUSWELLBROOK,193,236.0207254,Equipment fault
1768392,GOSFORD,120,132.3333333,Equipment fault
1771054,GOSFORD,1302,85.88018433,Third party
1771207,BANKSTOWN,96,130.0809028,Environmental
1773480,WOOLLAHRA,82,49,Environmental
1772547,SUTHERLAND,873,134,Environmental
1772607,WOOLLAHRA,93,455.0086022,Equipment fault
1775506,SINGLETON,55,443.55,Equipment fault
1777517,SOUTH SYDNEY,664,44.60240964,Equipment fault
1777828,PORT STEPHENS,77,225.3887446,Third party
1718153,PORT STEPHENS,66,155.1333333,Equipment fault
1718174,GOSFORD,90,63,Equipment fault
1718387,WARRINGAH,64,165.5384615,Equipment fault
1719422,LAKE MACQUARIE,206,460,Equipment fault
1721586,NEWCASTLE,96,46,Equipment fault
1721817,NEWCASTLE,1283,105.8939984,Equipment fault
1725443,SUTHERLAND,61,158.5333333,Equipment fault
1728351,NORTH SYDNEY,92,1283,Equipment fault
1730793,RYDE,81,137.15,Equipment fault
1731077,HUNTERS HILL,61,77.03333333,Environmental
1732215,BANKSTOWN,104,15,Environmental
1739479,RYDE,66,1690.783333,Environmental
1745853,STRATHFIELD,79,231.2,Equipment fault
1751993,AUBURN,202,91.83168317,Equipment fault
1760104,CANTERBURY,53,38,Environmental
1760430,SUTHERLAND,79,15,Environmental
1694206,SUTHERLAND,58,180,Equipment fault
1695768,CANTERBURY,1474,50.99189189,Environmental
1699562,WAVERLEY,156,144.3,Equipment fault
1700208,RANDWICK,80,90,Equipment fault
1702319,DRUMMOYNE,99,140.3666667,Environmental
1702540,SINGLETON,226,46,Environmental
1716909,GOSFORD,849,36,Environmental
1672100,LEICHHARDT,81,101.8333333,Equipment fault
1674781,SOUTH SYDNEY,52,60.65,Equipment fault
1676937,AUBURN,104,70,Equipment fault
1679791,LAKE MACQUARIE,81,42.68333333,Environmental
1682580,WOOLLAHRA,163,491,Environmental
1683658,LAKE MACQUARIE,635,104.0752351,Environmental
1537561,ROCKDALE,102,95.73333333,Third party
1496000,RANDWICK,97,69.1,Environmental
1496651,NORTH SYDNEY,86,23,Equipment fault
1497299,STRATHFIELD,112,68.9,Equipment fault
1498296,DRUMMOYNE,2198,85,Equipment fault
1503236,AUBURN,71,188.7333333,Environmental
1504564,NORTH SYDNEY,66,264.65,Equipment fault
1508912,WARRINGAH,130,154.6,Equipment fault
1792799,LAKE MACQUARIE,95,193.1578947,Equipment fault
1794313,MOSMAN,79,179.5666667,Equipment fault
1511584,WARRINGAH,778,243.2570694,Equipment fault
1794605,HORNSBY,63,14.55,Equipment fault
1795679,WAVERLEY,61,75,Third party
1796568,LAKE MACQUARIE,1484,61.60983827,Equipment fault
1797001,PORT STEPHENS,130,97,Third party
1474439,PORT STEPHENS,1568,60.08482143,Environmental
1797351,CESSNOCK,113,145.2123894,Environmental
1480848,WAVERLEY,87,73,Equipment fault
1797406,HURSTVILLE,53,150.2666667,Environmental
1797402,WAVERLEY,1738,111.1139241,Equipment fault
1797763,KU-RING-GAI,61,52.53333333,Equipment fault
1450569,NEWCASTLE,66,124,Environmental
1798325,LEICHHARDT,74,82,Environmental
1450704,CONCORD,109,235.5266055,Equipment fault
1798405,CESSNOCK,69,158,Equipment fault
1453451,HORNSBY,76,214,Equipment fault
1762167,GOSFORD,166,149,Environmental
1455558,AUBURN,69,165.95,Equipment fault
1763963,PITTWATER,60,98.03333333,Environmental
1764434,AUBURN,72,115.0833333,Environmental
1765879,HORNSBY,68,177.8166667,Environmental
1765917,WOOLLAHRA,116,63.81666667,Third party
1766062,KU-RING-GAI,81,57,Third party
1766838,ROCKDALE,81,221.5,Third party
1767122,GOSFORD,1524,134.2157377,Equipment fault
1767233,LAKE MACQUARIE,103,95,Equipment fault
1767518,WYONG,1217,51,Equipment fault
1769839,CANTERBURY,113,570.8528024,Third party
1456400,CONCORD,75,62.91666667,Equipment fault
1771064,PITTWATER,108,336.6481481,Equipment fault
1773264,WOOLLAHRA,118,650,Equipment fault
1462627,BURWOOD,55,508,Equipment fault
1774016,ASHFIELD,90,106.7666667,Environmental
1458440,BANKSTOWN,71,213.0166667,Equipment fault
1775238,BANKSTOWN,1516,102.603562,Equipment fault
1778300,HORNSBY,78,235,Equipment fault
1459944,CANTERBURY,57,108,Third party
1778382,WYONG,340,74.42352941,Equipment fault
1463671,NORTH SYDNEY,814,142.4602203,Cable dig
1779029,LAKE MACQUARIE,54,150,Equipment fault
1779049,HURSTVILLE,63,102.0833333,Equipment fault
1465972,PITTWATER,12086,229.4783831,Equipment fault
1718283,KOGARAH,1496,127.408971,Environmental
1718613,SINGLETON,226,112.4078947,Environmental
1468693,LAKE MACQUARIE,981,76.88277268,Equipment fault
1719295,MAITLAND,135,336,Environmental
1469054,WYONG,374,133.5481283,Environmental
1721514,AUBURN,59,92,Equipment fault
1471314,HORNSBY,1234,186.7974068,Lightning
1721864,NEWCASTLE,120,45,Equipment fault
1472163,MUSWELLBROOK,253,142.5511811,Equipment fault
1723047,HORNSBY,100,247.8346667,Environmental
1723266,MAITLAND,313,437.9616613,Equipment fault
1427696,ROCKDALE,2623,41.17497147,Equipment fault
1723659,KU-RING-GAI,1083,113,Environmental
1723718,HORNSBY,85,50,Environmental
1434806,SUTHERLAND,54,185.05,Environmental
1725945,SUTHERLAND,69,65,Environmental
1434899,GOSFORD,16844,42,Environmental
1727640,GOSFORD,98,1500,Environmental
1727966,LAKE MACQUARIE,55,128,Equipment fault
1439199,WYONG,828,98.71497585,Equipment fault
1728062,LAKE MACQUARIE,55,205,Equipment fault
1728287,ROCKDALE,147,264.7833333,Environmental
1441351,RANDWICK,71,348.95,Third party
1728413,HURSTVILLE,137,97,Equipment fault
1442626,STRATHFIELD,104,203.45,Environmental
1728965,WYONG,59,14.15254237,Lightning
1728983,HUNTERS HILL,51,57.66666667,Equipment fault
1406702,LAKE MACQUARIE,740,81.53711201,Equipment fault
1729012,SINGLETON,112,314.4732143,Environmental
1410338,BANKSTOWN,81,156.2333333,Equipment fault
1729027,CESSNOCK,145,50,Environmental
1729130,ROCKDALE,2264,132.7400881,Equipment fault
1411188,WAVERLEY,89,236.2666667,Equipment fault
1730892,ROCKDALE,75,625,Equipment fault
1730708,SUTHERLAND,797,120,Equipment fault
1420602,SINGLETON,100,187.46,Environmental
1730987,GOSFORD,51,57.43333333,Environmental
1731397,RYDE,110,40,Environmental
1422225,NORTH SYDNEY,93,193.6666667,Third party
1731575,SUTHERLAND,56,131.4833333,Environmental
1731998,WOOLLAHRA,91,64.83333333,Environmental
1732850,LAKE MACQUARIE,656,91.00758725,Equipment fault
1742314,BANKSTOWN,54,3003.433333,Environmental
1737100,RYDE,80,1530,Environmental
1744610,HURSTVILLE,68,720.0833333,Environmental
1745504,LAKE MACQUARIE,76,78.75,Equipment fault
1745677,MAITLAND,74,25,Environmental
1745866,KU-RING-GAI,53,190,Environmental
1746596,PITTWATER,72,64.48333333,Equipment fault
1749842,WARRINGAH,64,394.7333333,Environmental
1750607,HORNSBY,88,144.4556818,Equipment fault
1753560,DRUMMOYNE,123,100,Third party
1753970,HORNSBY,101,385.7343234,Environmental
1754620,SUTHERLAND,909,13,Equipment fault
1755503,HORNSBY,63,414.4666667,Environmental
1759160,RANDWICK,54,105,Equipment fault
1757861,NEWCASTLE,173,560,Third party
1758353,KU-RING-GAI,60,657.9144444,Environmental
1758461,BANKSTOWN,1044,242.0066603,Third party
1758964,LAKE MACQUARIE,93,31.5,Environmental
1758936,PITTWATER,68,74.06666667,Environmental
1759210,MARRICKVILLE,1164,53.11340206,Equipment fault
1759344,WOOLLAHRA,112,3594,Equipment fault
1760313,WARRINGAH,77,201.45,Equipment fault
1691559,HURSTVILLE,80,90,Third party
1691777,WOOLLAHRA,59,98,Environmental
1692086,SUTHERLAND,56,180,Environmental
1695333,CESSNOCK,70,319.3714286,Third party
1696924,SYDNEY,436,47.45183486,Equipment fault
1697558,MANLY,810,77.33333333,Environmental
1698014,RANDWICK,670,70.4047619,Equipment fault
1698116,SUTHERLAND,1302,149,Equipment fault
1699492,WAVERLEY,158,168.8666667,Equipment fault
1700552,KU-RING-GAI,115,421.7365217,Equipment fault
1701063,GOSFORD,140,11,Environmental
1702928,NEWCASTLE,1134,97,Environmental
1709891,SUTHERLAND,65,145,Environmental
1710109,HORNSBY,410,50,Equipment fault
1711261,CESSNOCK,424,63.60187354,Environmental
1711477,RANDWICK,61,210.25,Third party
1711653,CESSNOCK,1328,128.5410083,Environmental
1714814,RYDE,52,162.9,Environmental
1714945,WYONG,60,219.3432836,Environmental
1716423,HORNSBY,60,6,Environmental
1716773,RYDE,72,476.9166667,Equipment fault
1671288,WARRINGAH,63,32.88333333,Environmental
1674830,WYONG,1214,50.56378601,Environmental
1675417,NORTH SYDNEY,184,587.048913,Equipment fault
1676741,HORNSBY,70,65,Equipment fault
1677628,BANKSTOWN,55,410,Equipment fault
1677902,WARRINGAH,1295,184.3025404,Equipment fault
1678245,HUNTERS HILL,61,546,Equipment fault
1678345,WILLOUGHBY,59,770.35,Equipment fault
1678410,MAITLAND,156,595,Third party
1679300,LAKE MACQUARIE,68,50,Equipment fault
1679614,GOSFORD,53,682,Equipment fault
1680025,NEWCASTLE,302,165,Third party
1682264,SOUTH SYDNEY,90,55,Environmental
1682565,BANKSTOWN,54,15,Environmental
1684561,MERRIWA,57,33,Environmental
1684909,CANTERBURY,1318,34.24848943,Equipment fault
1685539,ROCKDALE,1117,193.7674419,Environmental
1685891,PORT STEPHENS,67,204.1166667,Environmental
1686290,KU-RING-GAI,51,120,Environmental
1689060,PORT STEPHENS,55,184,Equipment fault
1690908,RYDE,1231,105.5343573,Environmental
1653212,SUTHERLAND,1354,79.08271787,Equipment fault
1654094,SOUTH SYDNEY,1278,96.69302326,Cable dig
1654537,LEICHHARDT,81,20,Third party
1654394,BANKSTOWN,2025,64.55036855,Equipment fault
1654434,HURSTVILLE,77,75,Equipment fault
1654523,PORT STEPHENS,875,57.20205479,Environmental
1656488,WYONG,51,30,Environmental
1657414,BANKSTOWN,64,59.45,Equipment fault
1657448,PITTWATER,327,59,Environmental
1657714,CANADA BAY,145,60,Third party
1657781,WOOLLAHRA,145,154,Equipment fault
1658170,GOSFORD,665,102.7301349,Environmental
1659935,NEWCASTLE,56,120,Equipment fault
1659958,RYDE,2063,54.86666667,Environmental
1661296,HORNSBY,12141,15.85844341,Operating fault
1661879,MARRICKVILLE,86,109.2833333,Environmental
1663366,MARRICKVILLE,125,61.46666667,Environmental
1665234,RYDE,66,111.6333333,Environmental
1667618,BANKSTOWN,924,53.38486486,Equipment fault
1668979,WAVERLEY,99,10,Equipment fault
1670041,GOSFORD,129,90.26666667,Environmental
1670121,RANDWICK,55,372.1,Equipment fault
1670217,MARRICKVILLE,194,216.4,Equipment fault
1628175,CANTERBURY,2984,94.17319933,Equipment fault
1631840,RANDWICK,121,53.71666667,Environmental
1633033,SUTHERLAND,66,133.2666667,Environmental
1634654,MAITLAND,3886,61.90077121,Equipment fault
1636031,NEWCASTLE,1077,88.20759963,Equipment fault
1636619,HURSTVILLE,55,238.9166667,Equipment fault
1635749,RANDWICK,74,21.28333333,Equipment fault
1637105,CESSNOCK,1010,97.42152024,Environmental
1638741,SCONE,461,191.8982684,Lightning
1638817,HORNSBY,435,857.0479452,Environmental
1638818,HORNSBY,939,490.4185304,Environmental
1641572,CESSNOCK,167,163.754491,Environmental
1642371,CANTERBURY,2086,61,Environmental
1644843,CANTERBURY,1687,87.79692126,Equipment fault
1648617,GOSFORD,74,317.7,Environmental
1652539,GOSFORD,1479,129.408384,Environmental
1581840,RYDE,1358,118.0521675,Third party
1583939,HURSTVILLE,125,47.35,Environmental
1588275,HURSTVILLE,85,164.9833333,Equipment fault
1588800,MOSMAN,1043,97.05848514,Cable dig
1593081,SOUTH SYDNEY,82,2666.9,Equipment fault
1593301,CESSNOCK,158,93.0754717,Cable dig
1595015,SOUTH SYDNEY,80,55.48333333,Environmental
1596703,MARRICKVILLE,65,75,Environmental
1597933,SUTHERLAND,2331,208.8208636,Equipment fault
1599093,LAKE MACQUARIE,1204,38.46390041,Vandalism
1600453,GOSFORD,1179,110.0229008,Third party
1600839,HURSTVILLE,4413,6,Equipment fault
1602512,HORNSBY,78,2963,Environmental
1605628,SUTHERLAND,879,53.52326901,Equipment fault
1605752,HORNSBY,70,141.2916667,Equipment fault
1606932,HORNSBY,951,52,Environmental
1607583,GOSFORD,2123,94.6252354,Environmental
1608536,BURWOOD,328,745.1666667,Customer installation
1610818,CESSNOCK,419,160.1706161,Environmental
1611280,CESSNOCK,179,157.1061453,Environmental
1614039,SOUTH SYDNEY,81,165.0166667,Environmental
1615881,LAKE MACQUARIE,134,546,Environmental
1616997,WAVERLEY,85,90.18333333,Environmental
1618022,WARRINGAH,987,49,Environmental
1618732,MARRICKVILLE,89,333.8833333,Environmental
1622208,AUBURN,1215,76.31358025,Equipment fault
1622596,MUSWELLBROOK,109,362.6605505,Equipment fault
1625174,PORT STEPHENS,72,267.95,Environmental
1625440,BANKSTOWN,1221,96.51062092,Equipment fault
1625520,HORNSBY,1866,106.033744,Equipment fault
1626065,WYONG,511,72.70955166,Equipment fault
1562571,GOSFORD,1197,64.94569758,Lightning
1563185,MAITLAND,1174,122.047619,Environmental
1564753,LAKE MACQUARIE,316,140,Equipment fault
1565308,PORT STEPHENS,694,56,Environmental
1570673,SUTHERLAND,52,265.0166667,Equipment fault
1574214,CANTERBURY,732,100.4952251,Environmental
1574675,BANKSTOWN,1781,76,Environmental
1578241,LEICHHARDT,104,180,Environmental
1578184,HORNSBY,135,278,Lightning
1539021,DRUMMOYNE,1187,65.05981466,Equipment fault
1539129,WILLOUGHBY,1946,146.1485098,Equipment fault
1539121,GOSFORD,1631,121.8357843,Equipment fault
1540186,GOSFORD,1775,124.3047887,Equipment fault
1541769,HURSTVILLE,66,84,Equipment fault
1543625,NORTH SYDNEY,55,257,Equipment fault
1544038,KU-RING-GAI,84,210.9809524,Environmental
1545800,PITTWATER,326,53,Environmental
1547571,ROCKDALE,1507,78.98143236,Cable dig
1547626,HORNSBY,1063,99.91157103,Environmental
1547851,GOSFORD,282,154.3865248,Environmental
1548893,WYONG,1311,75.91990847,Equipment fault
1550299,SOUTH SYDNEY,104,117.4666667,Environmental
1551847,PITTWATER,58,595.8333333,Environmental
1556280,SINGLETON,231,649.0646552,Environmental
1557946,MARRICKVILLE,89,108.75,Equipment fault
1558561,NEWCASTLE,1350,129.08,Equipment fault
1558943,RANDWICK,1890,104.8333333,Equipment fault
1561093,BANKSTOWN,71,239.65,Third party
1562196,PITTWATER,54,25,Environmental
1518159,NEWCASTLE,71,125.3166667,Equipment fault
1518256,MANLY,85,129,Equipment fault
1520064,HURSTVILLE,3672,227.2702776,Equipment fault
1521554,LANE COVE,191,381,Equipment fault
1524025,RYDE,69,436.7826087,Equipment fault
1526624,WYONG,449,93.69179601,Environmental
1528849,BANKSTOWN,733,52.41304348,Environmental
1529131,CANTERBURY,213,101,Equipment fault
1530614,SOUTH SYDNEY,56,386.0666667,Environmental
1530621,WYONG,236,40,Equipment fault
1532021,NORTH SYDNEY,70,79.05,Equipment fault
1534918,WYONG,79,128.1518987,Environmental
1535514,CANTERBURY,54,56.78333333,Equipment fault
1495439,SUTHERLAND,1429,80.23872311,Environmental
1498004,STRATHFIELD,79,159,Customer installation
1497468,SOUTH SYDNEY,102,150,Equipment fault
1497854,SUTHERLAND,1312,80.03881279,Third party
1497942,CANTERBURY,89,322,Equipment fault
1498080,KU-RING-GAI,932,202.9935622,Environmental
1501556,BANKSTOWN,1156,98.94827586,Equipment fault
1502345,SOUTH SYDNEY,1194,76.0342523,Equipment fault
1503228,BANKSTOWN,65,56.25,Third party
1504408,RYDE,89,220.2666667,Third party
1506384,MUSWELLBROOK,275,144.4909091,Equipment fault
1506401,WYONG,1212,81.5660066,Environmental
1506625,MARRICKVILLE,114,691.65,Third party
1508608,WARRINGAH,764,77,Equipment fault
1511824,BANKSTOWN,951,55,Environmental
1511928,WILLOUGHBY,78,179,Environmental
1512459,WYONG,51,145,Environmental
1514148,WYONG,59,88,Environmental
1474660,SOUTH SYDNEY,616,37.00645161,Operating fault
1476767,BANKSTOWN,64,102,Equipment fault
1480414,ROCKDALE,1399,43.81312411,Third party
1481919,SYDNEY,434,434.7219251,Equipment fault
1482138,MOSMAN,55,139,Equipment fault
1483763,BANKSTOWN,71,142.4248826,Equipment fault
1484198,CESSNOCK,129,269.1472868,Equipment fault
1485123,SCONE,224,114.7232143,Environmental
1488266,SUTHERLAND,62,203,Environmental
1488365,GOSFORD,857,88.74212369,Environmental
1491287,LAKE MACQUARIE,52,111,Environmental
1491386,GOSFORD,1193,94.44593462,Equipment fault
1447484,SUTHERLAND,1285,13.43410853,Equipment fault
1447803,PORT STEPHENS,99,324.25,Equipment fault
1449059,LANE COVE,103,50.38333333,Equipment fault
1449167,PITTWATER,62,72,Environmental
1449704,NEWCASTLE,77,24.31666667,Environmental
1452013,SCONE,582,95.93835616,Equipment fault
1453192,GOSFORD,2112,60.22301136,Equipment fault
1453975,BANKSTOWN,54,545,Equipment fault
1456394,KU-RING-GAI,55,65.92727273,Equipment fault
1456475,BOTANY,52,98.83333333,Environmental
1457122,CESSNOCK,103,76.01666667,Environmental
1458032,GOSFORD,1272,215.119403,Equipment fault
1458255,BANKSTOWN,52,241.3833333,Equipment fault
1458657,PORT STEPHENS,127,176.9833333,Environmental
1463053,MUSWELLBROOK,160,189,Equipment fault
1461588,LEICHHARDT,137,114.8166667,Environmental
1464059,GOSFORD,655,165.2442748,Equipment fault
1465956,CESSNOCK,1204,57.16348548,Equipment fault
1468216,DRUMMOYNE,63,147,Equipment fault
1473334,PORT STEPHENS,126,51,Equipment fault
1429520,CANTERBURY,73,140,Third party
1430131,SUTHERLAND,52,182.7666667,Equipment fault
1431566,KU-RING-GAI,929,14.83243824,Environmental
1431731,GOSFORD,124,110,Environmental
1432652,NEWCASTLE,65,38,Environmental
1434706,SUTHERLAND,1182,175.8158784,Equipment fault
1437409,SUTHERLAND,77,164.3666667,Operating fault
1439434,GOSFORD,1122,83.17375887,Environmental
1439834,HORNSBY,51,77.76470588,Third party
1441133,WYONG,66,47.12121212,Equipment fault
1441423,BOTANY,1639,33,Equipment fault
1441446,SOUTH SYDNEY,105,1057,Equipment fault
1445835,HORNSBY,75,183,Equipment fault
1445842,PITTWATER,1749,91,Environmental
1445899,HORNSBY,74,240,Environmental
1446360,PORT STEPHENS,82,20,Equipment fault
1406469,BANKSTOWN,202,85.1980198,Equipment fault
1406594,WILLOUGHBY,672,18.26448737,Equipment fault
1408679,LAKE MACQUARIE,56,92,Environmental
1410807,SUTHERLAND,908,74.70769231,Equipment fault
1414446,RYDE,55,163,Equipment fault
1414958,NORTH SYDNEY,54,261.35,Equipment fault
1416172,LAKE MACQUARIE,130,62.6,Environmental
1420587,HORNSBY,52,156,Environmental
1422086,GOSFORD,237,124.0632911,Environmental
1424265,WYONG,4103,4.689327485,Equipment fault
1424605,GOSFORD,277,69,Environmental
1844367,PITTWATER,52,258.3833333,Equipment fault
1846149,SOUTH SYDNEY,66,515,Third party
1846934,RYDE,922,35,Environmental
1847869,WOOLLAHRA,51,191.4,Environmental
1850896,AUBURN,125,125.1333333,Third party
1851786,HUNTERS HILL,1205,75.2004971,Environmental
1852306,WYONG,1367,2.937180424,Environmental
1853236,CANTERBURY,1614,99.11393189,Equipment fault
1853521,CANTERBURY,72,81,Third party
1853686,CANTERBURY,67,96.13333333,Equipment fault
1855451,KOGARAH,55,187.45,Equipment fault
1856217,NEWCASTLE,152,120,Equipment fault
1856619,MOSMAN,65,350,Equipment fault
1856713,HORNSBY,370,78,Environmental
1583933,RYDE,1301,60.60624524,Equipment fault
1584759,HORNSBY,142,194.415493,Environmental
1584969,LAKE MACQUARIE,116,549.1206897,Third party
1590201,WYONG,1112,80.11310592,Equipment fault
1593838,SOUTH SYDNEY,72,342.4833333,Environmental
1595277,AUBURN,1682,119.5662507,Third party
1599356,SOUTH SYDNEY,81,76.76666667,Environmental
1599950,LEICHHARDT,65,207.8333333,Environmental
1600680,HURSTVILLE,4573,46,Equipment fault
1601512,LAKE MACQUARIE,322,196.4378882,Environmental
1601967,GOSFORD,411,179.205314,Equipment fault
1602175,AUBURN,71,241.5,Equipment fault
1602296,RANDWICK,2042,127.4114481,Equipment fault
1602445,WOOLLAHRA,86,115,Equipment fault
1603480,GOSFORD,1500,242.1225849,Equipment fault
1604183,HORNSBY,95,275,Lightning
1606509,SUTHERLAND,1281,62.07626459,Environmental
1607066,BANKSTOWN,11939,2.489386595,Equipment fault
1607233,WAVERLEY,110,353,Cable dig
1607377,NORTH SYDNEY,82,346.2439024,Equipment fault
1611426,CANTERBURY,126,107.6666667,Environmental
1611713,KU-RING-GAI,322,93,Environmental
1612513,WARRINGAH,916,34,Equipment fault
1613580,SYDNEY,1579,228.2806026,Environmental
1615631,CANTERBURY,79,66.93333333,Environmental
1616332,HORNSBY,1019,30,Environmental
1618405,SINGLETON,229,24.13913043,Environmental
1619299,PITTWATER,696,76.43103448,Lightning
1621140,KU-RING-GAI,77,2214.3,Environmental
1623746,AUBURN,105,63,Environmental
1624523,RYDE,1156,48,Environmental
1625578,GOSFORD,63,95.07936508,Equipment fault
1562386,LEICHHARDT,99,43.16666667,Equipment fault
1562607,LAKE MACQUARIE,1883,91.39352098,Equipment fault
1563001,NEWCASTLE,87,99,Environmental
1568096,WOOLLAHRA,777,102.4935733,Equipment fault
1568197,WYONG,83,66.42168675,Equipment fault
1571169,ASHFIELD,1533,67.08936725,Equipment fault
1574515,SUTHERLAND,1302,36,Environmental
1574805,SUTHERLAND,74,149,Environmental
1579560,WAVERLEY,250,74,Equipment fault
1579826,GOSFORD,1324,86.16767372,Equipment fault
1539322,LAKE MACQUARIE,104,132.0166667,Environmental
1542054,ROCKDALE,1135,124.9568282,Equipment fault
1546035,RANDWICK,65,73.37641026,Equipment fault
1547728,GOSFORD,1823,75.08552632,Environmental
1549227,GOSFORD,1713,91.34150613,Environmental
1549265,CANTERBURY,2921,125.6245722,Equipment fault
1550611,RYDE,106,146.8166667,Equipment fault
1552654,NEWCASTLE,1951,124.7872886,Environmental
1552844,SUTHERLAND,830,84.95903614,Cable dig
1558973,SOUTH SYDNEY,224,198.7333333,Environmental
1559835,SINGLETON,54,143.4444444,Equipment fault
1516835,LEICHHARDT,69,197,Third party
1520111,WOOLLAHRA,78,389.2442308,Equipment fault
1520622,BANKSTOWN,133,111.0222222,Environmental
1522522,MANLY,1967,14.16869919,Equipment fault
1523826,MANLY,135,15,Equipment fault
1524784,CESSNOCK,77,551.5584416,Environmental
1527448,NEWCASTLE,164,80,Equipment fault
1528913,NEWCASTLE,125,46.81666667,Equipment fault
1529115,PORT STEPHENS,151,158.1842105,Vandalism
1529118,NEWCASTLE,66,89,Third party
1530453,ROCKDALE,131,256,Equipment fault
1532262,WYONG,1257,77,Environmental
1532679,PORT STEPHENS,259,132.6949807,Third party
1535189,LEICHHARDT,63,166.15,Environmental
1536004,MAITLAND,75,228,Equipment fault
1537521,WARRINGAH,1498,134.9279039,Equipment fault
1497721,MAITLAND,57,633.3666667,Equipment fault
1499917,CONCORD,73,312.6166667,Customer installation
1500683,MAITLAND,439,63.10315789,Third party
1502558,KU-RING-GAI,95,160,Third party
1502916,NEWCASTLE,1368,44.00218341,Equipment fault
1503134,LEICHHARDT,1511,68,Equipment fault
1508206,STRATHFIELD,136,217,Third party
1513135,KU-RING-GAI,78,218.1794872,Environmental
1513172,WARRINGAH,77,92,Environmental
1476251,SINGLETON,90,204.8222222,Equipment fault
1478751,BANKSTOWN,1025,114.4271845,Equipment fault
1478858,PITTWATER,60,189.3,Environmental
1479432,BANKSTOWN,907,59,Environmental
1479651,SUTHERLAND,59,239.9491525,Environmental
1479782,SUTHERLAND,1942,88.84342916,Cable dig
1480538,ASHFIELD,87,232.0333333,Operating fault
1481187,MOSMAN,189,345,Equipment fault
1482934,STRATHFIELD,54,65,Operating fault
1484424,MOSMAN,62,59.13333333,Equipment fault
1486694,WARRINGAH,225,237.3777778,Equipment fault
1489814,MARRICKVILLE,1925,239.5927273,Equipment fault
1491343,WILLOUGHBY,80,217.7,Environmental
1493868,LANE COVE,54,76.35,Equipment fault
1448776,WILLOUGHBY,199,69.02512563,Equipment fault
1448909,SUTHERLAND,5280,37.71447443,Environmental
1449145,KOGARAH,86,171.65,Equipment fault
1451208,PORT STEPHENS,136,314,Equipment fault
1452505,STRATHFIELD,61,101.4333333,Environmental
1452704,AUBURN,267,133.978022,Equipment fault
1453055,WOOLLAHRA,101,93.68333333,Equipment fault
1453502,SUTHERLAND,52,62.45,Environmental
1455926,SINGLETON,60,100,Environmental
1455951,ROCKDALE,62,346.2166667,Equipment fault
1456492,HORNSBY,2983,102.403814,Environmental
1456992,WYONG,58,66.79310345,Equipment fault
1458046,BANKSTOWN,59,233.1,Equipment fault
1458054,HURSTVILLE,66,44.85,Equipment fault
1460180,RYDE,134,89,Equipment fault
1458691,STRATHFIELD,57,712,Third party
1459022,CESSNOCK,95,51,Environmental
